hcpc_code_id,short_description,long_description
99441,Phone e/m phys/qhp 5-10 min,"TELEPHONE EVALUATION AND MANAGEMENT SERVICE BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WHO MAY REPORT EVALUATION AND MANAGEMENT SERVICES PROVIDED TO AN ESTABLISHED PATIENT, PARENT, OR GUARDIAN NOT ORIGINATING FROM A RELATED E/M SERVICE PROVIDED WITHIN THE PREVIOUS 7 DAYS NOR LEADING TO AN E/M SERVICE OR PROCEDURE WITHIN THE NEXT 24 HOURS OR SOONEST AVAILABLE APPOINTMENT; 5-10 MINUTES OF MEDICAL DISCUSSION"
99442,Phone e/m phys/qhp 11-20 min,"TELEPHONE EVALUATION AND MANAGEMENT SERVICE BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WHO MAY REPORT EVALUATION AND MANAGEMENT SERVICES PROVIDED TO AN ESTABLISHED PATIENT, PARENT, OR GUARDIAN NOT ORIGINATING FROM A RELATED E/M SERVICE PROVIDED WITHIN THE PREVIOUS 7 DAYS NOR LEADING TO AN E/M SERVICE OR PROCEDURE WITHIN THE NEXT 24 HOURS OR SOONEST AVAILABLE APPOINTMENT; 11-20 MINUTES OF MEDICAL DISCUSSION"
99443,Phone e/m phys/qhp 21-30 min,"TELEPHONE EVALUATION AND MANAGEMENT SERVICE BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WHO MAY REPORT EVALUATION AND MANAGEMENT SERVICES PROVIDED TO AN ESTABLISHED PATIENT, PARENT, OR GUARDIAN NOT ORIGINATING FROM A RELATED E/M SERVICE PROVIDED WITHIN THE PREVIOUS 7 DAYS NOR LEADING TO AN E/M SERVICE OR PROCEDURE WITHIN THE NEXT 24 HOURS OR SOONEST AVAILABLE APPOINTMENT; 21-30 MINUTES OF MEDICAL DISCUSSION"
99444,Online e/m by phys/qhp,"ONLINE EVALUATION AND MANAGEMENT SERVICE PROVIDED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WHO MAY REPORT EVALUATION AND MANAGEMENT SERVICES PROVIDED TO AN ESTABLISHED PATIENT OR GUARDIAN, NOT ORIGINATING FROM A RELATED E/M SERVICE PROVIDED WITHIN THE PREVIOUS 7 DAYS, USING THE INTERNET OR SIMILAR ELECTRONIC COMMUNICATIONS NETWORK"
99446,Interprof phone/online 5-10,INTERPROFESSIONAL TELEPHONE/INTERNET ASSESSMENT AND MANAGEMENT SERVICE PROVIDED BY A CONSULTATIVE PHYSICIAN INCLUDING A VERBAL AND WRITTEN REPORT TO THE PATIENT'S TREATING/REQUESTING PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; 5-10 MINUTES OF MEDICAL CONSULTATIVE DISCUSSION AND REVIEW
99447,Interprof phone/online 11-20,INTERPROFESSIONAL TELEPHONE/INTERNET ASSESSMENT AND MANAGEMENT SERVICE PROVIDED BY A CONSULTATIVE PHYSICIAN INCLUDING A VERBAL AND WRITTEN REPORT TO THE PATIENT'S TREATING/REQUESTING PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; 11-20 MINUTES OF MEDICAL CONSULTATIVE DISCUSSION AND REVIEW
99448,Interprof phone/online 21-30,INTERPROFESSIONAL TELEPHONE/INTERNET ASSESSMENT AND MANAGEMENT SERVICE PROVIDED BY A CONSULTATIVE PHYSICIAN INCLUDING A VERBAL AND WRITTEN REPORT TO THE PATIENT'S TREATING/REQUESTING PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; 21-30 MINUTES OF MEDICAL CONSULTATIVE DISCUSSION AND REVIEW
99449,Interprof phone/online 31/>,INTERPROFESSIONAL TELEPHONE/INTERNET ASSESSMENT AND MANAGEMENT SERVICE PROVIDED BY A CONSULTATIVE PHYSICIAN INCLUDING A VERBAL AND WRITTEN REPORT TO THE PATIENT'S TREATING/REQUESTING PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; 31 MINUTES OR MORE OF MEDICAL CONSULTATIVE DISCUSSION AND REVIEW
99450,Basic life disability exam,"BASIC LIFE AND/OR DISABILITY EXAMINATION THAT INCLUDES: MEASUREMENT OF HEIGHT, WEIGHT, AND BLOOD PRESSURE; COMPLETION OF A MEDICAL HISTORY FOLLOWING A LIFE INSURANCE PRO FORMA;COLLECTION OF BLOOD SAMPLE AND/OR URINALYSIS COMPLYING WITH ""CHAIN OF CUSTODY"" PROTOCOLS; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES."
99450,Basic life disability exam,"BASIC LIFE AND/OR DISABILITY EXAMINATION THAT INCLUDES: MEASUREMENT OF HEIGHT, WEIGHT, AND BLOOD PRESSURE; COMPLETION OF A MEDICAL HISTORY FOLLOWING A LIFE INSURANCE PRO FORMA; COLLECTION OF BLOOD SAMPLE AND/OR URINALYSIS COMPLYING WITH ""CHAIN OF CUSTODY"" PROTOCOLS; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES."
99455,Work related disability exam,"WORK RELATED OR MEDICAL DISABILITY EXAMINATION BY THE TREATING PHYSICIAN THAT INCLUDES: COMPLETION OF A MEDICAL HISTORY COMMENSURATE WITH THE PATIENT'S CONDITION;PERFORMANCE OF AN EXAMINATION COMMENSURATE WITH THE PATIENT'S CONDITION; FORMULATION OF A DIAGNOSIS, ASSESSMENT OF CAPABILITIES AND STABILITY, AND CALCULATION OF IMPAIRMENT; DEVELOPMENT OF FUTURE MEDICAL TREATMENT PLAN; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES AND REPORT."
99455,Work related disability exam,"WORK RELATED OR MEDICAL DISABILITY EXAMINATION BY THE TREATING PHYSICIAN THAT INCLUDES: COMPLETION OF A MEDICAL HISTORY COMMENSURATE WITH THE PATIENT'S CONDITION; PERFORMANCE OF AN EXAMINATION COMMENSURATE WITH THE PATIENT'S CONDITION; FORMULATION OF A DIAGNOSIS, ASSESSMENT OF CAPABILITIES AND STABILITY, AND CALCULATION OF IMPAIRMENT; DEVELOPMENT OF FUTURE MEDICAL TREATMENT PLAN; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES AND REPORT."
99456,Disability examination,"WORK RELATED OR MEDICAL DISABILITY EXAMINATION BY OTHER THAN THE TREATING PHYSICIAN THAT INCLUDES: COMPLETION OF A MEDICAL HISTORY COMMENSURATE WITH THE PATIENT'S CONDITION;PERFORMANCE OF AN EXAMINATION COMMENSURATE WITH THE PATIENT'S CONDITION; FORMULATION OF A DIAGNOSIS, ASSESSMENT OF CAPABILITIES AND STABILITY, AND CALCULATION OF IMPAIRMENT; DEVELOPMENT OF FUTURE MEDICAL TREATMENT PLAN; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES AND REPORT."
99456,Disability examination,"WORK RELATED OR MEDICAL DISABILITY EXAMINATION BY OTHER THAN THE TREATING PHYSICIAN THAT INCLUDES: COMPLETION OF A MEDICAL HISTORY COMMENSURATE WITH THE PATIENT'S CONDITION; PERFORMANCE OF AN EXAMINATION COMMENSURATE WITH THE PATIENT'S CONDITION; FORMULATION OF A DIAGNOSIS, ASSESSMENT OF CAPABILITIES AND STABILITY, AND CALCULATION OF IMPAIRMENT; DEVELOPMENT OF FUTURE MEDICAL TREATMENT PLAN; AND COMPLETION OF NECESSARY DOCUMENTATION/CERTIFICATES AND REPORT."
99460,Init nb em per day hosp,"INITIAL HOSPITAL OR BIRTHING CENTER CARE, PER DAY, FOR EVALUATION AND MANAGEMENT OF NORMAL NEWBORN INFANT"
99461,Init nb em per day non-fac,"INITIAL CARE, PER DAY, FOR EVALUATION AND MANAGEMENT OF NORMAL NEWBORN INFANT SEEN IN OTHER THAN HOSPITAL OR BIRTHING CENTER"
99462,Sbsq nb em per day hosp,"SUBSEQUENT HOSPITAL CARE, PER DAY, FOR EVALUATION AND MANAGEMENT OF NORMAL NEWBORN"
99463,Same day nb discharge,"INITIAL HOSPITAL OR BIRTHING CENTER CARE, PER DAY, FOR EVALUATION AND MANAGEMENT OF NORMAL NEWBORN INFANT ADMITTED AND DISCHARGED ON THE SAME DATE"
99464,Attendance at delivery,ATTENDANCE AT DELIVERY (WHEN REQUESTED BY THE DELIVERING PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL) AND INITIAL STABILIZATION OF NEWBORN
99465,Nb resuscitation,"DELIVERY/BIRTHING ROOM RESUSCITATION, PROVISION OF POSITIVE PRESSURE VENTILATION AND/OR CHEST COMPRESSIONS IN THE PRESENCE OF ACUTE INADEQUATE VENTILATION AND/OR CARDIAC OUTPUT"
99466,Ped crit care transport,"CRITICAL CARE FACE-TO-FACE SERVICES, DURING AN INTERFACILITY TRANSPORT OF CRITICALLY ILL OR CRITICALLY INJURED PEDIATRIC PATIENT, 24 MONTHS OF AGE OR YOUNGER; FIRST 30-74 MINUTES OF HANDS-ON CARE DURING TRANSPORT"
99467,Ped crit care transport addl,"CRITICAL CARE FACE-TO-FACE SERVICES, DURING AN INTERFACILITY TRANSPORT OF CRITICALLY ILL OR CRITICALLY INJURED PEDIATRIC PATIENT, 24 MONTHS OF AGE OR YOUNGER; EACH ADDITIONAL 30 MINUTES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY SERVICE)"
99468,Neonate crit care initial,"INITIAL INPATIENT NEONATAL CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL NEONATE, 28 DAYS OF AGE OR YOUNGER"
99469,Neonate crit care subsq,"SUBSEQUENT INPATIENT NEONATAL CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL NEONATE, 28 DAYS OF AGE OR YOUNGER"
99471,Ped critical care initial,"INITIAL INPATIENT PEDIATRIC CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL INFANT OR YOUNG CHILD, 29 DAYS THROUGH 24 MONTHS OF AGE"
99472,Ped critical care subsq,"SUBSEQUENT INPATIENT PEDIATRIC CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL INFANT OR YOUNG CHILD, 29 DAYS THROUGH 24 MONTHS OF AGE"
99475,Ped crit care age 2-5 init,"INITIAL INPATIENT PEDIATRIC CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL INFANT OR YOUNG CHILD, 2 THROUGH 5 YEARS OF AGE"
99476,Ped crit care age 2-5 subsq,"SUBSEQUENT INPATIENT PEDIATRIC CRITICAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A CRITICALLY ILL INFANT OR YOUNG CHILD, 2 THROUGH 5 YEARS OF AGE"
99477,Init day hosp neonate care,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF THE NEONATE, 28 DAYS OF AGE OR YOUNGER, WHO REQUIRES INTENSIVE OBSERVATION, FREQUENT INTERVENTIONS, AND OTHER INTENSIVE CARE SERVICES"
99478,Ic lbw inf < 1500 gm subsq,"SUBSEQUENT INTENSIVE CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF THE RECOVERING VERY LOW BIRTH WEIGHT INFANT (PRESENT BODY WEIGHT LESS THAN 1500 GRAMS)"
99479,Ic lbw inf 1500-2500 g subsq,"SUBSEQUENT INTENSIVE CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF THE RECOVERING LOW BIRTH WEIGHT INFANT (PRESENT BODY WEIGHT OF 1500-2500 GRAMS)"
99480,Ic inf pbw 2501-5000 g subsq,"SUBSEQUENT INTENSIVE CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF THE RECOVERING INFANT (PRESENT BODY WEIGHT OF 2501-5000 GRAMS)"
99481,Tot body Syst hypothermia,TOTAL BODY SYSTEMIC HYPOTHERMIA IN A CRITICALLY ILL NEONATE PER DAY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
99482,Selective head hypothermia,SELECTIVE HEAD HYPOTHERMIA IN A CRITICALLY ILL NEONATE PER DAY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
99485,Suprv interfacilty transport,"SUPERVISION BY A CONTROL PHYSICIAN OF INTERFACILITY TRANSPORT CARE OF THE CRITICALLY ILL OR CRITICALLY INJURED PEDIATRIC PATIENT, 24 MONTHS OF AGE OR YOUNGER, INCLUDES TWO-WAY COMMUNICATION WITH TRANSPORT TEAM BEFORE TRANSPORT, AT THE REFERRING FACILITY AND DURING THE TRANSPORT, INCLUDING DATA INTERPRETATION AND REPORT; FIRST 30 MINUTES"
99486,Suprv interfac trnsport addl,"SUPERVISION BY A CONTROL PHYSICIAN OF INTERFACILITY TRANSPORT CARE OF THE CRITICALLY ILL OR CRITICALLY INJURED PEDIATRIC PATIENT, 24 MONTHS OF AGE OR YOUNGER, INCLUDES TWO-WAY COMMUNICATION WITH TRANSPORT TEAM BEFORE TRANSPORT, AT THE REFERRING FACILITY AND DURING THE TRANSPORT, INCLUDING DATA INTERPRETATION AND REPORT; EACH ADDITIONAL 30 MINUTES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99487,Cmplx chron care w/o pt vsit,"COMPLEX CHRONIC CARE COORDINATION SERVICES; FIRST HOUR OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WITH NO FACE-TO-FACE VISIT, PER CALENDAR MONTH"
99487,Cmplx chron care w/o pt vsit,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT; CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN; MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH.;"
99487,Cmplx chron care w/o pt vsit,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT, CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE, ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN, MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH."
99487,Cmplx chron care w/o pt vsit,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT; CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN; MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH"
99487,Cmplx chron care w/o pt vsit,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT, CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE, ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN, MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH.;"
99488,Cmplx chron care w/ pt vsit,"COMPLEX CHRONIC CARE COORDINATION SERVICES; FIRST HOUR OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL WITH ONE FACE-TO-FACE VISIT, PER CALENDAR MONTH"
99489,Complx chron care addl30 min,"COMPLEX CHRONIC CARE COORDINATION SERVICES; EACH ADDITIONAL 30 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99489,Cmplx chron care addl 30 min,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT; CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN; MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH.; EACH ADDITIONAL 30 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99489,Cmplx chron care addl 30 min,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT, CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN, MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH; EACH ADDITIONAL 30 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99489,Cmplx chron care addl 30 min,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT; CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN; MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH; EACH ADDITIONAL 30 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99489,Cmplx chron care addl 30 min,"COMPLEX CHRONIC CARE MANAGEMENT SERVICES, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT, CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE, ESTABLISHMENT OR SUBSTANTIAL REVISION OF A COMPREHENSIVE CARE PLAN, MODERATE OR HIGH COMPLEXITY MEDICAL DECISION MAKING; 60 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH.; EACH ADDITIONAL 30 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99490,Chron care mgmt srvc 20 min,"CHRONIC CARE MANAGEMENT SERVICES, AT LEAST 20 MINUTES OF CLINICAL STAFF TIME DIRECTED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, PER CALENDAR MONTH, WITH THE FOLLOWING REQUIRED ELEMENTS: MULTIPLE (TWO OR MORE) CHRONIC CONDITIONS EXPECTED TO LAST AT LEAST 12 MONTHS, OR UNTIL THE DEATH OF THE PATIENT; CHRONIC CONDITIONS PLACE THE PATIENT AT SIGNIFICANT RISK OF DEATH, ACUTE EXACERBATION/DECOMPENSATION, OR FUNCTIONAL DECLINE; COMPREHENSIVE CARE PLAN ESTABLISHED, IMPLEMENTED, REVISED, OR MONITORED."
99495,Trans care mgmt 14 day disch,"TRANSITIONAL CARE MANAGEMENT SERVICES WITH THE FOLLOWING REQUIRED ELEMENTS: COMMUNICATION (DIRECT CONTACT, TELEPHONE, ELECTRONIC) WITH THE PATIENT AND/OR CAREGIVER WITHIN 2 BUSINESS DAYS OF DISCHARGE MEDICAL DECISION MAKING OF AT LEAST MODERATE COMPLEXITY DURING THE SERVICE PERIOD FACE-TO-FACE VISIT, WITHIN 14 CALENDAR DAYS OF DISCHARGE"
99496,Trans care mgmt 7 day disch,"TRANSITIONAL CARE MANAGEMENT SERVICES WITH THE FOLLOWING REQUIRED ELEMENTS: COMMUNICATION (DIRECT CONTACT, TELEPHONE, ELECTRONIC) WITH THE PATIENT AND/OR CAREGIVER WITHIN 2 BUSINESS DAYS OF DISCHARGE MEDICAL DECISION MAKING OF HIGH COMPLEXITY DURING THE SERVICE PERIOD FACE-TO-FACE VISIT, WITHIN 7 CALENDAR DAYS OF DISCHARGE"
99497,Advncd care plan 30 min,"ADVANCE CARE PLANNING INCLUDING THE EXPLANATION AND DISCUSSION OF ADVANCE DIRECTIVES SUCH AS STANDARD FORMS (WITH COMPLETION OF SUCH FORMS, WHEN PERFORMED), BY THE PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; FIRST 30 MINUTES, FACE-TO-FACE WITH THE PATIENT, FAMILY MEMBER(S), AND/OR SURROGATE"
99498,Advncd care plan addl 30 min,"ADVANCE CARE PLANNING INCLUDING THE EXPLANATION AND DISCUSSION OF ADVANCE DIRECTIVES SUCH AS STANDARD FORMS (WITH COMPLETION OF SUCH FORMS, WHEN PERFORMED), BY THE PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL; EACH ADDITIONAL 30 MINUTES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99499,Unlisted e&m service,UNLISTED EVALUATION AND MANAGEMENT SERVICE
99500,Home visit prenatal,"HOME VISIT FOR PRENATAL MONITORING AND ASSESSMENT TO INCLUDE FETAL HEART RATE, NON-STRESS TEST, UTERINE MONITORING, AND GESTATIONAL DIABETES MONITORING"
99501,Home visit postnatal,HOME VISIT FOR POSTNATAL ASSESSMENT AND FOLLOW-UP CARE
99502,Home visit nb care,HOME VISIT FOR NEWBORN CARE AND ASSESSMENT
99503,Home visit resp therapy,"HOME VISIT FOR RESPIRATORY THERAPY CARE (EG, BRONCHODILATOR, OXYGEN THERAPY, RESPIRATORY ASSESSMENT, APNEA EVALUATION)"
99504,Home visit mech ventilator,HOME VISIT FOR MECHANICAL VENTILATION CARE
99505,Home visit stoma care,HOME VISIT FOR STOMA CARE AND MAINTENANCE INCLUDING COLOSTOMY AND CYSTOSTOMY
99506,Home visit im injection,HOME VISIT FOR INTRAMUSCULAR INJECTIONS
99507,Home visit cath maintain,"HOME VISIT FOR CARE AND MAINTENANCE OF CATHETER(S) (EG, URINARY, DRAINAGE, AND ENTERAL)"
99509,Home visit day life activity,HOME VISIT FOR ASSISTANCE WITH ACTIVITIES OF DAILY LIVING AND PERSONAL CARE
99510,Home visit sing/m/fam couns,"HOME VISIT FOR INDIVIDUAL, FAMILY, OR MARRIAGE COUNSELING"
99511,Home visit fecal/enema mgmt,HOME VISIT FOR FECAL IMPACTION MANAGEMENT AND ENEMA ADMINISTRATION
99512,Home visit for hemodialysis,HOME VISIT FOR HEMODIALYSIS
99600,Home visit nos,UNLISTED HOME VISIT SERVICE OR PROCEDURE
99601,Home infusion/visit 2 hrs,"HOME INFUSION/SPECIALTY DRUG ADMINISTRATION, PER VISIT (UP TO 2 HOURS);"
99602,Home infusion each addtl hr,"HOME INFUSION/SPECIALTY DRUG ADMINISTRATION, PER VISIT (UP TO 2 HOURS); EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)"
99605,Mtms by pharm np 15 min,"MEDICATION THERAPY MANAGEMENT SERVICE(S) PROVIDED BY A PHARMACIST, INDIVIDUAL, FACE-TO-FACE WITH PATIENT, WITH ASSESSMENT AND INTERVENTION IF PROVIDED; INITIAL 15 MINUTES, NEW PATIENT"
99606,Mtms by pharm est 15 min,"MEDICATION THERAPY MANAGEMENT SERVICE(S) PROVIDED BY A PHARMACIST, INDIVIDUAL, FACE-TO-FACE WITH PATIENT, WITH ASSESSMENT AND INTERVENTION IF PROVIDED; INITIAL 15 MINUTES, ESTABLISHED PATIENT"
99607,Mtms by pharm addl 15 min,"MEDICATION THERAPY MANAGEMENT SERVICE(S) PROVIDED BY A PHARMACIST, INDIVIDUAL, FACE-TO-FACE WITH PATIENT, WITH ASSESSMENT AND INTERVENTION IF PROVIDED; EACH ADDITIONAL 15 MINUTES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY SERVICE)"
A0021,Outside state ambulance serv,"AMBULANCE SERVICE, OUTSIDE STATE PER MILE, TRANSPORT (MEDICAID ONLY)"
A0080,Noninterest escort in non er,"NON-EMERGENCY TRANSPORTATION, PER MILE - VEHICLE PROVIDED BY VOLUNTEER (INDIVIDUAL OR ORGANIZATION), WITH NO VESTED INTEREST"
